web-scraper-order,web-scraper-start-url,Titre,Etat_machine,Adresse,Prix,url,url-href,url_image-src
"1738240770-140","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 7KG HISENSE FRONT-LOAD","Neuf","Plateau,
                                                                                Dakar","189 000 F Cfa","MACHINE À LAVER 7KG HISENSE FRONT-LOAD
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. déc. '24, 11:19
                                    
                    189 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-hisense-front-load-6138447","https://i.roamcdn.net/hz/ed/listing-thumb-543w/551d793a71bc76a58ba3c93ea714b40a/-/horizon-files-prod/ed/picture/q0g77548/eb327e4581c7cd49659d79abb4d1b10c14934c2a.jpg"
"1738240790-141","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 8KG HISENSE TOP-LOAD","Neuf","Plateau,
                                                                                Dakar","189 000 F Cfa","MACHINE À LAVER 8KG HISENSE TOP-LOAD
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. déc. '24, 11:12
                                    
                    189 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-hisense-top-load-6138449","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc6f7a7073cc278813e94f4e67094ad9/-/horizon-files-prod/ed/picture/qngpp2qw/744084342b5ccf891d4795643c3cc4512d6760ed.jpg"
"1738240810-142","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER 7KG BLANC ZEROWATT","Neuf","Plateau,
                                                                                Dakar","179 000 F Cfa","MACHINE A LAVER 7KG BLANC ZEROWATT
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. déc. '24, 11:45
                                    
                    179 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-blanc-zerowatt-6138448","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1751cb30aa2f9f891f1136fca715e1f/-/horizon-files-prod/ed/picture/q9mjjwvn/00d44952667f1011347f83973fe68775ed088455.jpg"
"1738240830-143","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 8KG TCL SILVER","Neuf","Plateau,
                                                                                Dakar","198 000 F Cfa","MACHINE À LAVER 8KG TCL SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. déc. '24, 11:06
                                    
                    198 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-tcl-silver-6138451","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a0fece4ea48a6712d048ce53307b728/-/horizon-files-prod/ed/picture/qq422grv/1363b3ab0fbcfb26e8ca01e3c5138de22dec78a7.jpg"
"1738240850-144","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER 6KG. SHARP SILVER","Neuf","Plateau,
                                                                                Dakar","198 000 F Cfa","MACHINE A LAVER 6KG. SHARP SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. déc. '24, 11:18
                                    
                    198 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/machine-a-laver-6kg-sharp-silver-6138452","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3cc28abf899d2351dabad9284c6fea87/-/horizon-files-prod/ed/picture/q8v44n7x/7aa82d102e5fcffca700331610b94ad9762192ef.jpg"
"1738240870-145","https://www.expat-dakar.com/machines-a-laver","PROMO MACHINE A LAVER 9KG DESKA SILVER","Neuf","Plateau,
                                                                                Dakar","209 000 F Cfa","PROMO MACHINE A LAVER 9KG DESKA SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. déc. '24, 11:05
                                    
                    209 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/promo-machine-a-laver-9kg-deska-silver-6138454","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a822f68acce967da7dcdf9a93560dd68/-/horizon-files-prod/ed/picture/qrz885xm/65d2431c024b092eb0dd90aad7e7b4edbb17d9f3.jpg"
"1738240890-146","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 7.5KG HISENSE SEMI-AUTOMATIQUE","Neuf","Plateau,
                                                                                Dakar","119 000 F Cfa","MACHINE À LAVER 7.5KG HISENSE SEMI-AUTOMATIQUE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. déc. '24, 11:07
                                    
                    119 000 F Cfa
                        
                        787352634","https://www.expat-dakar.com/annonce/machine-a-laver-75kg-hisense-semi-automatique-6139105","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab3845359efd5bff0bc0b66fd2af8615/-/horizon-files-prod/ed/picture/qngppnd9/c6d8a27cd36d133819bb8a7f7b6e8dfea3e9de3b.jpg"
"1738240910-147","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER 7KG FRONT -LOAD HISENSE","Neuf","Plateau,
                                                                                Dakar","189 000 F Cfa","MACHINE A LAVER 7KG FRONT -LOAD HISENSE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. déc. '24, 11:34
                                    
                    189 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-front-load-hisense-6139162","https://i.roamcdn.net/hz/ed/listing-thumb-543w/26a45ec8b01a1fae07764a558d62c977/-/horizon-files-prod/ed/picture/qde77j78/94b54cea8ab81a078e85df0ecf80ed29f2cd2bd3.jpg"
"1738240930-148","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER 8KG TOP-LOAD HISENSE","Neuf","Plateau,
                                                                                Dakar","189 000 F Cfa","MACHINE A LAVER 8KG TOP-LOAD HISENSE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        23. déc. '24, 11:12
                                    
                    189 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-top-load-hisense-6139172","https://i.roamcdn.net/hz/ed/listing-thumb-543w/796a29552f2d6f9dc6ff2bda273f16c7/-/horizon-files-prod/ed/picture/qwepp5rg/b3a3af2b5bef550757b98a13ff65af2fd1d83abe.jpg"
"1738240950-149","https://www.expat-dakar.com/machines-a-laver","PROMO MACHINE A LAVER SMART TECHNOLOGY 7KG SILVER","Neuf","Plateau,
                                                                                Dakar","179 000 F Cfa","PROMO MACHINE A LAVER SMART TECHNOLOGY 7KG SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. janv., 15:39
                                    
                    179 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/promo-machine-a-laver-smart-technology-7kg-silver-6151621","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8fc2c88133485f12b4072735b3b364ad/-/horizon-files-prod/ed/picture/qzvp8kgd/82c54b4cc7add23de2112bfdb3135815efee5779.jpg"
"1738240970-150","https://www.expat-dakar.com/machines-a-laver","Ensemble Fer à vapeur + table repasser","Neuf","Grand-Dakar,
                                                                                Dakar","27 000 F Cfa","Ensemble Fer à vapeur + table repasser
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        5. déc. '24, 18:00
                                    
                    27 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/ensemble-fer-a-vapeur-table-repasser-5800397","https://i.roamcdn.net/hz/ed/listing-thumb-543w/681801f5a494e3a97b1ee4e142e587d7/-/horizon-files-prod/ed/picture/q44dgg0p/9aa323f70c11c8baaf99590411fbd3d0364b6c18.png"
"1738240990-151","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 10KG TCL SILVER","Neuf","Plateau,
                                                                                Dakar","289 000 F Cfa","MACHINE À LAVER 10KG TCL SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 16:23
                                    
                    289 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/machine-a-laver-10kg-tcl-silver-6156551","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bcfa97b41d85541569c2df10dabf87e5/-/horizon-files-prod/ed/picture/qq42927z/98c0eeb02cd8288724a3de959694c5ea26926190.jpg"
"1738241010-152","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER TLC 10KG SILVER","Neuf","Plateau,
                                                                                Dakar","289 000 F Cfa","MACHINE A LAVER TLC 10KG SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 14:52
                                    
                    289 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/machine-a-laver-tlc-10kg-silver-6156561","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b15b3ec04860904397c7c8590a820ec8/-/horizon-files-prod/ed/picture/q2j070qv/0b25101296cc12bc24e8c4fb23c75043ac8b88af.jpg"
"1738241030-153","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 14KG  HISENSE SEMI AUTOMATIQUE DEUX TUBES","Neuf","Plateau,
                                                                                Dakar","279 000 F Cfa","MACHINE À LAVER 14KG  HISENSE SEMI AUTOMATIQUE DEUX TUBES
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 16:22
                                    
                    279 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/machine-a-laver-14kg-hisense-semi-automatique-deux-tubes-6156562","https://i.roamcdn.net/hz/ed/listing-thumb-543w/67968ec50dd653af4f40ec8d56d9329e/-/horizon-files-prod/ed/picture/qde707kg/8eef879dedcf951c3d6a6b7cc507c1c28f472736.jpg"
"1738241050-154","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER HISENSE 14KG SEMI-AUTOMATIQUE","Neuf","Plateau,
                                                                                Dakar","279 000 F Cfa","MACHINE A LAVER HISENSE 14KG SEMI-AUTOMATIQUE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        11. janv., 13:51
                                    
                    279 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/machine-a-laver-hisense-14kg-semi-automatique-6156569","https://i.roamcdn.net/hz/ed/listing-thumb-543w/45af54be185fee42919d81edaab685fb/-/horizon-files-prod/ed/picture/q0g7n77g/e86a938e13ac4bf09162ef035b4ce5a04297efb6.jpg"
"1738241070-155","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER TCL 8KG SILVER","Neuf","Plateau,
                                                                                Dakar","198 000 F Cfa","MACHINE A LAVER TCL 8KG SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. janv., 15:44
                                    
                    198 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/machine-a-laver-tcl-8kg-silver-6157687","https://i.roamcdn.net/hz/ed/listing-thumb-543w/03f8c02bc1105efa18e7fa515dfff6b8/-/horizon-files-prod/ed/picture/qzvpzzen/973e7bb41a7583f25619ba4134386035e9b63cc1.jpg"
"1738241090-156","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 10KG TCL SILVER","Neuf","Plateau,
                                                                                Dakar","289 000 F Cfa","MACHINE À LAVER 10KG TCL SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        13. janv., 11:47
                                    
                    289 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/machine-a-laver-10kg-tcl-silver-6157690","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8d0a9922aef3b06077cf3d7c550020c/-/horizon-files-prod/ed/picture/qv4wggqm/62bc50527bb8829e74cf578d72d39cf2cf75f6dd.jpg"
"1738241112-157","https://www.expat-dakar.com/machines-a-laver","LAVE VAISSELLE 13COUVERTS HISENSE SILVER","Neuf","Plateau,
                                                                                Dakar","229 000 F Cfa","LAVE VAISSELLE 13COUVERTS HISENSE SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. janv., 14:27
                                    
                    229 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/lave-vaisselle-13couverts-hisense-silver-6158478","https://i.roamcdn.net/hz/ed/listing-thumb-543w/079ecc0bad2051901eb20f0a9b9d0304/-/horizon-files-prod/ed/picture/qm5g6jr2/20ccc3cd126e86f468e7ca2bf40e4504699ee448.jpg"
"1738241145-158","https://www.expat-dakar.com/machines-a-laver","LAVE VAISSELLE HISENSE 13COUVERTS SILVER","Neuf","Plateau,
                                                                                Dakar","229 000 F Cfa","LAVE VAISSELLE HISENSE 13COUVERTS SILVER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        15. janv., 19:03
                                    
                    229 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/lave-vaisselle-hisense-13couverts-silver-6158482","https://i.roamcdn.net/hz/ed/listing-thumb-543w/31225bcad1201e86fd86ea7d0e77a230/-/horizon-files-prod/ed/picture/qpdm0j6p/f0ef160d5d16f81833bf39c670628868dada0b4c.jpg"
"1738241171-159","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER ROCH 7KG A+++ GRIS","Neuf","Plateau,
                                                                                Dakar","189 000 F Cfa","MACHINE A LAVER ROCH 7KG A+++ GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 09:58
                                    
                    189 000 F Cfa
                        
                        776096472
                    
                        776096472","https://www.expat-dakar.com/annonce/machine-a-laver-roch-7kg-a-gris-6170702","https://i.roamcdn.net/hz/ed/listing-thumb-543w/726cd6ecb0848b8a2053909e1cf682bc/-/horizon-files-prod/ed/picture/qv4w9qkx/e9a158545f6eb98f6aba56580c014d11965d1787.jpg"
"1738241197-160","https://www.expat-dakar.com/machines-a-laver","SÈCHE LINGE BEKO 7KG BLANC","Neuf","Plateau,
                                                                                Dakar","249 000 F Cfa","SÈCHE LINGE BEKO 7KG BLANC
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        Hier, 10:11
                                    
                    249 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/seche-linge-beko-7kg-blanc-6170703","https://i.roamcdn.net/hz/ed/listing-thumb-543w/87066724085694c086538c58ae02862a/-/horizon-files-prod/ed/picture/q0g78z9z/01363dfbc3acc8d3bd33e7aa8f61ce6ef3c75e39.jpg"
"1738241223-161","https://www.expat-dakar.com/machines-a-laver","SÈCHE LINGE LG 9KG DUAL INVERTER GRIS","Neuf","Plateau,
                                                                                Dakar","579 000 F Cfa","SÈCHE LINGE LG 9KG DUAL INVERTER GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        4. déc. '24, 17:22
                                    
                    579 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/seche-linge-lg-9kg-dual-inverter-gris-6175582","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a7fed439115ca367bf988c3aad94d2e5/-/horizon-files-prod/ed/picture/qpdmnk20/dacd414829f5c89f34c412cb7fe98322dadac2e1.jpg"
"1738241249-162","https://www.expat-dakar.com/machines-a-laver","SÈCHE LINGE 8KG LG GRIS","Neuf","Plateau,
                                                                                Dakar","549 000 F Cfa","SÈCHE LINGE 8KG LG GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        4. déc. '24, 17:05
                                    
                    549 000 F Cfa
                        
                        783860578","https://www.expat-dakar.com/annonce/seche-linge-8kg-lg-gris-6175589","https://i.roamcdn.net/hz/ed/listing-thumb-543w/786a3bf8b932ccce1164f6da5520162e/-/horizon-files-prod/ed/picture/q78wxn9d/fb1616e06ef3d4ee160c7d3e2fba1d154d4befc3.jpg"
"1738241259-163","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER ASTECH 7KG MLV70B-N7INV-LC INVERTER","Neuf","Médina,
                                                                                Dakar","175 000 F Cfa","MACHINE A LAVER ASTECH 7KG MLV70B-N7INV-LC INVERTER
                                Neuf
                                                                                    Médina,
                                                                                Dakar
                                    
                                        5. déc. '24, 11:40
                                    
                    175 000 F Cfa
                        
                        774289394","https://www.expat-dakar.com/annonce/machine-a-laver-astech-7kg-mlv70b-n7inv-lc-inverter-6158910","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7f85d9cf780a82f14ff0cf0e09671933/-/horizon-files-prod/ed/picture/qrz8n725/bb8461267e6c5ba7b291206c21e2589cdbfce2ad.jpg"
"1738241284-164","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 10.5KG SHARP K-PRO INVERTER GRIS NOIR","Neuf","Plateau,
                                                                                Dakar","340 000 F Cfa","MACHINE À LAVER 10.5KG SHARP K-PRO INVERTER GRIS NOIR
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. déc. '24, 10:39
                                    
                    340 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/machine-a-laver-105kg-sharp-k-pro-inverter-gris-noir-6178463","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4318c57293535ef9498ad80e063e33a4/-/horizon-files-prod/ed/picture/q56dzpgp/cc94a1baa749b0645dcadb26925b4fff30b02369.jpg"
"1738241299-165","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 10KG HISENSE FRONT-LOAD","Neuf","Plateau,
                                                                                Dakar","298 000 F Cfa","MACHINE À LAVER 10KG HISENSE FRONT-LOAD
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. déc. '24, 14:56
                                    
                    298 000 F Cfa
                        
                        784111819","https://www.expat-dakar.com/annonce/machine-a-laver-10kg-hisense-front-load-6178612","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0d53fde9805c38e7a35814b7548c5026/-/horizon-files-prod/ed/picture/qm5gj0wm/9caa511848aae73f0152bddfd6cc212d7c823bd6.jpg"
"1738241320-166","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER HISENSE 10KG FRONT-LOAD GRIS","Neuf","Plateau,
                                                                                Dakar","298 000 F Cfa","MACHINE A LAVER HISENSE 10KG FRONT-LOAD GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        7. déc. '24, 15:54
                                    
                    298 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/machine-a-laver-hisense-10kg-front-load-gris-6178710","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2b51af42ead673bc9b21d50f75f3ead/-/horizon-files-prod/ed/picture/qrz8jrg5/fcfdcb62b82b35c000ebceb2df0c160bbc5b9306.jpg"
"1738241355-167","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 9KG ROCH INVERTER A+++ GRIS","Neuf","Plateau,
                                                                                Dakar","229 000 F Cfa","MACHINE À LAVER 9KG ROCH INVERTER A+++ GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        9. déc. '24, 15:18
                                    
                    229 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/machine-a-laver-9kg-roch-inverter-a-gris-6179515","https://i.roamcdn.net/hz/ed/listing-thumb-543w/aab454a4bf8e2f971192beeb2de86a22/-/horizon-files-prod/ed/picture/qj4qx5d4/f8767c3e61456488bc1b73cfba31ba3b9135643c.jpg"
"1738241381-168","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER ROCH 9KG INVERTER A+++ GRIS","Neuf","Plateau,
                                                                                Dakar","229 000 F Cfa","MACHINE A LAVER ROCH 9KG INVERTER A+++ GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        9. déc. '24, 10:36
                                    
                    229 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/machine-a-laver-roch-9kg-inverter-a-gris-6179522","https://i.roamcdn.net/hz/ed/listing-thumb-543w/df703549e125cedb171fecb241763d78/-/horizon-files-prod/ed/picture/q6xdvr2v/e31033a00145a020650168939ce90be480bbaa38.jpg"
"1738241407-169","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER DESKA 8KG SEMI AUTOMATIQUE","Neuf","Plateau,
                                                                                Dakar","105 000 F Cfa","MACHINE A LAVER DESKA 8KG SEMI AUTOMATIQUE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:52
                                    
                    105 000 F Cfa
                        
                        787352634","https://www.expat-dakar.com/annonce/machine-a-laver-deska-8kg-semi-automatique-6189588","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d4dfa095b0546282b2f8918df535084e/-/horizon-files-prod/ed/picture/q6xd5nvg/6c370f58c2a57778541561c00aa968d4ae1a2cdb.jpg"
"1738241433-170","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 15KG/8KG LG SÉCHAGE","Neuf","Plateau,
                                                                                Dakar","689 000 F Cfa","MACHINE À LAVER 15KG/8KG LG SÉCHAGE
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:51
                                    
                    689 000 F Cfa
                        
                        756335874","https://www.expat-dakar.com/annonce/machine-a-laver-15kg8kg-lg-sechage-6189589","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a5bedb8426c201b3f3b92176acf5a2b/-/horizon-files-prod/ed/picture/q78wgp0n/6f7fe4248a628a98a57d6b559b7a54786ebf446d.jpg"
"1738241459-171","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER FINIX 8KG INVERTER GRIS","Neuf","Plateau,
                                                                                Dakar","205 000 F Cfa","MACHINE A LAVER FINIX 8KG INVERTER GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:56
                                    
                    205 000 F Cfa
                        
                        787962051","https://www.expat-dakar.com/annonce/machine-a-laver-finix-8kg-inverter-gris-6189593","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3130139038fa225d9c4cdbaff6fe6ca5/-/horizon-files-prod/ed/picture/qngpw7wx/1c6f329792b367237464003e1d3ea9fd38db5f46.jpg"
"1738241485-172","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 8KG CAC GRIS CACML8","Neuf","Plateau,
                                                                                Dakar","198 000 F Cfa","MACHINE À LAVER 8KG CAC GRIS CACML8
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:29
                                    
                    198 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-cac-gris-cacml8-6189602","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e5d100bc6f763d3c11394201ec5285b/-/horizon-files-prod/ed/picture/qv4wzgz5/4d3919a2c12d3cfb134d19dbd31c2417f041b698.jpg"
"1738241511-173","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER LG 8KG / 5KG SECHAGE GRIS","Neuf","Plateau,
                                                                                Dakar","429 000 F Cfa","MACHINE A LAVER LG 8KG / 5KG SECHAGE GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:25
                                    
                    429 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/machine-a-laver-lg-8kg-5kg-sechage-gris-6189609","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d999d4a5c81ab1fd7429db42d4736ec4/-/horizon-files-prod/ed/picture/q44np0pz/b016a4cdfa0d7226ace7af57be6cd31afe5e648f.jpg"
"1738241537-174","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 12KG/8KG SAMSUNG SÉCHAGE INVERTER INOX","Neuf","Plateau,
                                                                                Dakar","598 000 F Cfa","MACHINE À LAVER 12KG/8KG SAMSUNG SÉCHAGE INVERTER INOX
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:43
                                    
                    598 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/machine-a-laver-12kg8kg-samsung-sechage-inverter-inox-6189610","https://i.roamcdn.net/hz/ed/listing-thumb-543w/90c4dff32dff12b8d63a29de5a46d3ea/-/horizon-files-prod/ed/picture/qrz87n7g/8d7ec9156d2b2436fddc4ae186aec37f7780bbd4.jpg"
"1738241563-175","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER LG 8KG GRIS","Neuf","Plateau,
                                                                                Dakar","349 000 F Cfa","MACHINE A LAVER LG 8KG GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:52
                                    
                    349 000 F Cfa
                        
                        787352634","https://www.expat-dakar.com/annonce/machine-a-laver-lg-8kg-gris-6189614","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5d81be177e34b5254730f541e03f98bb/-/horizon-files-prod/ed/picture/qkr80p25/0498a83f23c226918cc4d678f619c50c5c492f10.jpg"
"1738241589-176","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 12KG/8KG SÉCHAGE HISENSE FRONT","Neuf","Plateau,
                                                                                Dakar","389 000 F Cfa","MACHINE À LAVER 12KG/8KG SÉCHAGE HISENSE FRONT
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:49
                                    
                    389 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/machine-a-laver-12kg8kg-sechage-hisense-front-6189616","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4612be519e4e751f4c80e6b3c4cd4dee/-/horizon-files-prod/ed/picture/qpdm802m/7b388aba84d77d3913ff15e34a1de5a431218991.jpg"
"1738241615-177","https://www.expat-dakar.com/machines-a-laver","MACHINE A LAVER SAMSUNG 8K INVERTER","Neuf","Plateau,
                                                                                Dakar","298 000 F Cfa","MACHINE A LAVER SAMSUNG 8K INVERTER
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:55
                                    
                    298 000 F Cfa
                        
                        787962051","https://www.expat-dakar.com/annonce/machine-a-laver-samsung-8k-inverter-6189628","https://i.roamcdn.net/hz/ed/listing-thumb-543w/44a80e7e9670b80dffd43bf348076f48/-/horizon-files-prod/ed/picture/qwepwgj6/60538ac36d46475ec519baafa67d5934aa9539f4.jpg"
"1738241641-178","https://www.expat-dakar.com/machines-a-laver","MACHINE À LAVER 8KG LG GRIS F2Y1TYP6J","Neuf","Plateau,
                                                                                Dakar","349 000 F Cfa","MACHINE À LAVER 8KG LG GRIS F2Y1TYP6J
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        19. déc. '24, 10:26
                                    
                    349 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-lg-gris-f2y1typ6j-6189629","https://i.roamcdn.net/hz/ed/listing-thumb-543w/54dffb06d0b45be4a878981c802b3652/-/horizon-files-prod/ed/picture/qq4269ge/9949eef5824a4472154709266a84a69df3b046ea.jpg"
"1738241667-179","https://www.expat-dakar.com/machines-a-laver","SÈCHE LINGE 9KG LG DUAL INVERTER GRIS","Neuf","Plateau,
                                                                                Dakar","569 000 F Cfa","SÈCHE LINGE 9KG LG DUAL INVERTER GRIS
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. janv., 02:06
                                    
                    569 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/seche-linge-9kg-lg-dual-inverter-gris-6199524","https://i.roamcdn.net/hz/ed/listing-thumb-543w/96877dd555e1fc87c9d45dc03c113101/-/horizon-files-prod/ed/picture/qv4wxw25/c3f42fe88b06d1a6b13ff9abb874242f3fb9d85a.jpg"
